8.895496129989624023e-01,8.775515556335449219e-01,8.637111186981201172e-01,8.482000827789306641e-01,8.308081626892089844e-01,8.107397556304931641e-01,7.868306636810302734e-01,7.584549188613891602e-01,7.278370857238769531e-01,7.015088796615600586e-01,6.853474378585815430e-01,6.793041229248046875e-01,6.796705722808837891e-01,6.826598644256591797e-01,6.860593557357788086e-01,6.889073848724365234e-01,6.900936365127563477e-01,6.886855363845825195e-01,6.846235990524291992e-01,6.781975030899047852e-01,6.696467399597167969e-01
8.740942478179931641e-01,8.634772300720214844e-01,8.510032892227172852e-01,8.369162082672119141e-01,8.212009668350219727e-01,8.032295703887939453e-01,7.818201780319213867e-01,7.558994293212890625e-01,7.265183925628662109e-01,6.992281675338745117e-01,6.806101799011230469e-01,6.718326807022094727e-01,6.697094440460205078e-01,6.705558300018310547e-01,6.722582578659057617e-01,6.735812425613403320e-01,6.731004714965820312e-01,6.700482368469238281e-01,6.644222736358642578e-01,6.563768386840820312e-01,6.461883783340454102e-01
8.538357019424438477e-01,8.447121381759643555e-01,8.335409164428710938e-01,8.207051753997802734e-01,8.063980340957641602e-01,7.902207374572753906e-01,7.710713148117065430e-01,7.475776672363281250e-01,7.197337150573730469e-01,6.917577981948852539e-01,6.705647706985473633e-01,6.589399576187133789e-01,6.545394659042358398e-01,6.537485122680664062e-01,6.542739868164062500e-01,6.543086767196655273e-01,6.522817611694335938e-01,6.476389169692993164e-01,6.403709650039672852e-01,6.306889057159423828e-01,6.192284822463989258e-01
8.268508911132812500e-01,8.196783065795898438e-01,8.098859786987304688e-01,7.981203794479370117e-01,7.848452329635620117e-01,7.699338197708129883e-01,7.524552345275878906e-01,7.308824062347412109e-01,7.043569087982177734e-01,6.757348775863647461e-01,6.520556211471557617e-01,6.379451751708984375e-01,6.320452690124511719e-01,6.305956840515136719e-01,6.306308507919311523e-01,6.296879053115844727e-01,6.263272762298583984e-01,6.202276945114135742e-01,6.115297079086303711e-01,6.008336544036865234e-01,5.892261266708374023e-01
7.915631532669067383e-01,7.866215705871582031e-01,7.783619165420532227e-01,7.674962282180786133e-01,7.548048496246337891e-01,7.404017448425292969e-01,7.235369682312011719e-01,7.026791572570800781e-01,6.764857769012451172e-01,6.469639539718627930e-01,6.214151382446289062e-01,6.059836149215698242e-01,6.000884771347045898e-01,5.994092226028442383e-01,5.998014211654663086e-01,5.984072685241699219e-01,5.941998958587646484e-01,5.872166156768798828e-01,5.780330896377563477e-01,5.677194595336914062e-01,5.574654340744018555e-01
7.494180202484130859e-01,7.453923225402832031e-01,7.380243539810180664e-01,7.274409532546997070e-01,7.146134376525878906e-01,6.998087167739868164e-01,6.821345090866088867e-01,6.600382328033447266e-01,6.323689222335815430e-01,6.016489267349243164e-01,5.758490562438964844e-01,5.612671375274658203e-01,5.575091838836669922e-01,5.593465566635131836e-01,5.612329244613647461e-01,5.603406429290771484e-01,5.562652349472045898e-01,5.495980978012084961e-01,5.414350032806396484e-01,5.330119132995605469e-01,5.252368450164794922e-01
7.042701244354248047e-01,6.988531351089477539e-01,6.904767751693725586e-01,6.785414218902587891e-01,6.637592315673828125e-01,6.470026969909667969e-01,6.270107030868530273e-01,6.016337871551513672e-01,5.707288980484008789e-01,5.394494533538818359e-01,5.163594484329223633e-01,5.055125951766967773e-01,5.061572790145874023e-01,5.122230052947998047e-01,5.168190002441406250e-01,5.174537897109985352e-01,5.145317316055297852e-01,5.093519687652587891e-01,5.033646821975708008e-01,4.976741373538970947e-01,4.928353726863861084e-01
6.576735973358154297e-01,6.497130393981933594e-01,6.387528181076049805e-01,6.239717006683349609e-01,6.051514148712158203e-01,5.835884809494018555e-01,5.591326951980590820e-01,5.292619466781616211e-01,4.954651892185211182e-01,4.665265977382659912e-01,4.497782289981842041e-01,4.453243911266326904e-01,4.518103301525115967e-01,4.625134170055389404e-01,4.698404371738433838e-01,4.720255434513092041e-01,4.705242812633514404e-01,4.673241078853607178e-01,4.639715254306793213e-01,4.612807929515838623e-01,4.594786465167999268e-01
6.091791391372680664e-01,5.986543893814086914e-01,5.847616195678710938e-01,5.667177438735961914e-01,5.437746047973632812e-01,5.163545608520507812e-01,4.858618080615997314e-01,4.515366852283477783e-01,4.174611270427703857e-01,3.945448696613311768e-01,3.863480985164642334e-01,3.891362845897674561e-01,4.002663791179656982e-01,4.131583869457244873e-01,4.213309288024902344e-01,4.242266416549682617e-01,4.241735637187957764e-01,4.233773648738861084e-01,4.230473339557647705e-01,4.235504865646362305e-01,4.248283207416534424e-01
5.598715543746948242e-01,5.470423698425292969e-01,5.305484533309936523e-01,5.096931457519531250e-01,4.838282167911529541e-01,4.530418217182159424e-01,4.195059537887573242e-01,3.849399089813232422e-01,3.544942438602447510e-01,3.389443159103393555e-01,3.379509747028350830e-01,3.440726697444915771e-01,3.544931709766387939e-01,3.649668991565704346e-01,3.717124462127685547e-01,3.752141892910003662e-01,3.775154054164886475e-01,3.799707591533660889e-01,3.830535113811492920e-01,3.867663443088531494e-01,3.909487128257751465e-01
5.139909982681274414e-01,4.989805519580841064e-01,4.802261292934417725e-01,4.572347104549407959e-01,4.297858178615570068e-01,3.985081911087036133e-01,3.662546277046203613e-01,3.364027738571166992e-01,3.137930929660797119e-01,3.064469993114471436e-01,3.099699318408966064e-01,3.133779168128967285e-01,3.168330192565917969e-01,3.212893903255462646e-01,3.260622918605804443e-01,3.311483860015869141e-01,3.366666436195373535e-01,3.425835669040679932e-01,3.488027751445770264e-01,3.552147150039672852e-01,3.617058992385864258e-01
4.754889905452728271e-01,4.583170711994171143e-01,4.374591410160064697e-01,4.126700758934020996e-01,3.841530680656433105e-01,3.530730605125427246e-01,3.226619660854339600e-01,2.971779108047485352e-01,2.813850939273834229e-01,2.790625691413879395e-01,2.827398180961608887e-01,2.821380794048309326e-01,2.803574502468109131e-01,2.819337248802185059e-01,2.873119115829467773e-01,2.952249050140380859e-01,3.042530715465545654e-01,3.134702146053314209e-01,3.224653601646423340e-01,3.311182856559753418e-01,3.394090831279754639e-01
4.441111385822296143e-01,4.247170388698577881e-01,4.016301333904266357e-01,3.747508525848388672e-01,3.444460332393646240e-01,3.120181858539581299e-01,2.809386253356933594e-01,2.564243674278259277e-01,2.424722611904144287e-01,2.378896176815032959e-01,2.366633117198944092e-01,2.352034747600555420e-01,2.358926236629486084e-01,2.411001622676849365e-01,2.507518231868743896e-01,2.631728649139404297e-01,2.765099406242370605e-01,2.895198762416839600e-01,3.016370832920074463e-01,3.127435147762298584e-01,3.229195773601531982e-01
4.166705310344696045e-01,3.947633206844329834e-01,3.689234554767608643e-01,3.390545845031738281e-01,3.054741322994232178e-01,2.696029245853424072e-01,2.357854545116424561e-01,2.104006409645080566e-01,1.954754292964935303e-01,1.874214112758636475e-01,1.837333440780639648e-01,1.845414340496063232e-01,1.902218461036682129e-01,2.004920244216918945e-01,2.148409783840179443e-01,2.318629324436187744e-01,2.496548593044281006e-01,2.667470872402191162e-01,2.824170589447021484e-01,2.964875102043151855e-01,3.090552389621734619e-01
3.899964094161987305e-01,3.650573492050170898e-01,3.357394933700561523e-01,3.019218742847442627e-01,2.640229463577270508e-01,2.243954241275787354e-01,1.894074678421020508e-01,1.656059920787811279e-01,1.521079838275909424e-01,1.441266238689422607e-01,1.405230164527893066e-01,1.431652009487152100e-01,1.522845923900604248e-01,1.661455631256103516e-01,1.835449337959289551e-01,2.034036219120025635e-01,2.241702377796173096e-01,2.443307936191558838e-01,2.629841268062591553e-01,2.798474431037902832e-01,2.949694097042083740e-01
3.623085618019104004e-01,3.339194357395172119e-01,3.007681071758270264e-01,2.629425823688507080e-01,2.216924130916595459e-01,1.815244257450103760e-01,1.501498222351074219e-01,1.313064992427825928e-01,1.208383142948150635e-01,1.136501431465148926e-01,1.098870933055877686e-01,1.129116117954254150e-01,1.236442625522613525e-01,1.396662592887878418e-01,1.588643193244934082e-01,1.801268756389617920e-01,2.023070454597473145e-01,2.240915894508361816e-01,2.444908618927001953e-01,2.631148099899291992e-01,2.800183594226837158e-01
3.333169519901275635e-01,3.015551269054412842e-01,2.651123404502868652e-01,2.248173058032989502e-01,1.836514472961425781e-01,1.478568613529205322e-01,1.233290135860443115e-01,1.096216440200805664e-01,1.009853780269622803e-01,9.356299042701721191e-02,8.898770809173583984e-02,9.148541092872619629e-02,1.026037037372589111e-01,1.197650730609893799e-01,1.400147676467895508e-01,1.619066298007965088e-01,1.845691800117492676e-01,2.070123255252838135e-01,2.282886803150177002e-01,2.478502690792083740e-01,2.656398117542266846e-01
3.037212193012237549e-01,2.693636715412139893e-01,2.312399446964263916e-01,1.914586126804351807e-01,1.544800400733947754e-01,1.258662343025207520e-01,1.079664528369903564e-01,9.747070074081420898e-02,8.891814947128295898e-02,8.043900132179260254e-02,7.479134202003479004e-02,7.640105485916137695e-02,8.718526363372802734e-02,1.047637760639190674e-01,1.255992949008941650e-01,1.477200090885162354e-01,1.703376770019531250e-01,1.928047239780426025e-01,2.143774032592773438e-01,2.344642281532287598e-01,2.528152167797088623e-01
2.747188508510589600e-01,2.392212450504302979e-01,2.017978131771087646e-01,1.656216382980346680e-01,1.351019442081451416e-01,1.136007010936737061e-01,1.004940271377563477e-01,9.116849303245544434e-02,8.156833052635192871e-02,7.178193330764770508e-02,6.511524319648742676e-02,6.577017903327941895e-02,7.583519816398620605e-02,9.332120418548583984e-02,1.144447326660156250e-01,1.366397142410278320e-01,1.589750945568084717e-01,1.810719966888427734e-01,2.024570703506469727e-01,2.226541340351104736e-01,2.413571178913116455e-01
