terminal_cumulative_reward
6.247640848159790039e-01
1.194276753813028336e-02
6.814512610435485840e-01
1.400729656219482422e+00
5.746901035308837891e-01
9.524443149566650391e-01
2.506447315216064453e+00
4.676801562309265137e-01
6.831893920898437500e-01
7.296797037124633789e-01
4.811115860939025879e-01
3.393710851669311523e-01
1.332675337791442871e+00
1.889898777008056641e+00
8.225244283676147461e-02
6.397759318351745605e-01
2.137984335422515869e-01
5.071341395378112793e-01
1.864067077636718750e+00
4.933077991008758545e-01
4.926134832203388214e-03
1.678267955780029297e+00
7.812570333480834961e-01
2.303233623504638672e+00
5.567501187324523926e-01
6.799413561820983887e-01
9.011252522468566895e-01
1.154186606407165527e+00
1.001408934593200684e+00
1.360528469085693359e+00
1.649242341518402100e-01
3.738374710083007812e-01
1.421301245689392090e+00
1.455694437026977539e+00
7.797179818153381348e-01
1.367204666137695312e+00
2.014741182327270508e+00
1.452825307846069336e+00
1.980767726898193359e+00
-5.565476045012474060e-02
1.448607295751571655e-01
5.377238392829895020e-01
1.954979181289672852e+00
1.308508396148681641e+00
8.381450921297073364e-02
2.758688628673553467e-01
1.083257198333740234e+00
1.824713349342346191e+00
2.121638774871826172e+00
6.588541269302368164e-01
4.175192713737487793e-01
1.854716420173645020e+00
5.093532204627990723e-01
3.485204577445983887e-01
9.937911629676818848e-01
5.769541859626770020e-01
6.126345992088317871e-01
1.734474539756774902e+00
5.559572577476501465e-01
8.607937097549438477e-01
6.442761421203613281e-01
3.484427928924560547e-01
2.412529140710830688e-01
1.387724876403808594e+00
2.380693912506103516e+00
1.367632508277893066e+00
1.410087823867797852e+00
1.629531264305114746e+00
2.558525085449218750e+00
8.587014675140380859e-01
7.035908102989196777e-01
1.016902327537536621e+00
8.981196880340576172e-01
-7.201011758297681808e-03
1.357748031616210938e+00
1.972991943359375000e+00
4.030837118625640869e-01
1.090887188911437988e+00
3.373060226440429688e-01
1.628880500793457031e+00
1.377503633499145508e+00
5.624195933341979980e-01
1.750560477375984192e-02
2.019263058900833130e-01
5.815477371215820312e-01
1.469197273254394531e-01
4.068311452865600586e-01
2.670803340151906013e-03
3.042837679386138916e-01
7.281977534294128418e-01
0.000000000000000000e+00
9.343053698539733887e-01
2.221786975860595703e+00
9.194911718368530273e-01
1.287007331848144531e+00
1.615311861038208008e+00
7.124065160751342773e-01
3.248470425605773926e-01
6.724693179130554199e-01
1.338358998298645020e+00
4.873325824737548828e-01
1.168624162673950195e+00
5.419764518737792969e-01
5.978684872388839722e-02
1.232655525207519531e+00
4.609256982803344727e-01
1.763782948255538940e-01
1.388942241668701172e+00
4.928941130638122559e-01
1.267551422119140625e+00
1.671626687049865723e+00
4.145641624927520752e-01
2.003726512193679810e-01
4.975104331970214844e-01
9.402855634689331055e-01
6.863378882408142090e-01
5.348057746887207031e-01
-5.977484863251447678e-03
1.105249881744384766e+00
1.211935758590698242e+00
-1.667390204966068268e-02
1.161061167716979980e+00
7.591726724058389664e-03
6.550022959709167480e-01
1.228038668632507324e+00
-6.380439549684524536e-02
2.641632556915283203e-01
3.124027848243713379e-01
7.713427543640136719e-01
1.994317650794982910e+00
5.639947652816772461e-01
2.390851676464080811e-01
5.062273740768432617e-01
1.448572039604187012e+00
4.450800418853759766e-01
4.642292857170104980e-01
5.023077726364135742e-01
6.270714998245239258e-01
7.260897755622863770e-01
8.010263442993164062e-01
1.500479698181152344e+00
1.218967556953430176e+00
1.315191268920898438e+00
2.121463418006896973e-01
1.346406817436218262e+00
8.683526515960693359e-02
9.051856994628906250e-01
8.271895647048950195e-01
1.612415790557861328e+00
2.088649868965148926e-01
3.696144819259643555e-01
1.601763725280761719e+00
8.313077688217163086e-01
1.433000683784484863e+00
1.399721145629882812e+00
6.671056747436523438e-01
1.981496334075927734e+00
5.702522993087768555e-01
7.431373000144958496e-01
4.440215528011322021e-01
1.836327552795410156e+00
9.435023069381713867e-01
5.419677495956420898e-01
8.162288069725036621e-01
2.692106366157531738e-01
6.069725751876831055e-01
6.528922915458679199e-01
1.478849411010742188e+00
1.065149784088134766e+00
2.116319656372070312e+00
1.130600810050964355e+00
1.182657003402709961e+00
2.533005475997924805e+00
8.488460779190063477e-01
4.057981967926025391e-01
7.276880741119384766e-01
1.068895578384399414e+00
3.971984386444091797e-01
-1.927288249135017395e-03
-3.141809254884719849e-02
4.915287792682647705e-01
7.980037927627563477e-01
3.048827648162841797e-01
9.979745745658874512e-01
1.054796099662780762e+00
3.005922317504882812e+00
1.333155035972595215e+00
1.125798821449279785e+00
8.192394375801086426e-01
1.226294517517089844e+00
8.621316552162170410e-01
1.639203071594238281e+00
9.922060966491699219e-01
2.886428236961364746e-01
3.626040816307067871e-01
1.010575413703918457e+00
8.374207615852355957e-01
1.517554998397827148e+00
1.544747471809387207e+00
8.691372275352478027e-01
4.378726482391357422e-01
1.837172746658325195e+00
-4.958803951740264893e-02
4.284508228302001953e-01
1.768393814563751221e-01
1.787450909614562988e+00
9.111105650663375854e-02
8.584609031677246094e-01
2.421299517154693604e-01
1.071596622467041016e+00
9.216313362121582031e-01
1.840296030044555664e+00
1.319310665130615234e+00
7.518877983093261719e-01
1.912483692169189453e+00
1.874915063381195068e-01
8.059459924697875977e-01
1.474797844886779785e+00
1.093005836009979248e-01
7.433432340621948242e-01
1.343620538711547852e+00
2.109670937061309814e-01
1.100521326065063477e+00
1.346255302429199219e+00
1.007760405540466309e+00
-5.072867125272750854e-02
9.699732065200805664e-01
1.458156704902648926e+00
9.863506555557250977e-01
7.200006246566772461e-01
8.705431818962097168e-01
8.469688892364501953e-01
8.018859624862670898e-01
4.144911170005798340e-01
1.375655531883239746e+00
1.740909099578857422e+00
8.030627965927124023e-01
1.392263472080230713e-01
1.129742264747619629e+00
1.151886224746704102e+00
3.496249914169311523e-01
5.682279467582702637e-01
6.736856698989868164e-01
1.710296154022216797e+00
8.779265284538269043e-01
1.243870615959167480e+00
9.518644809722900391e-01
1.728047251701354980e+00
7.861480712890625000e-01
2.166982889175415039e+00
8.741652965545654297e-01
8.813812732696533203e-01
4.064500927925109863e-01
9.400477409362792969e-01
6.328669786453247070e-01
9.231635332107543945e-01
9.704331159591674805e-01
1.225905179977416992e+00
-4.180794954299926758e-02
7.864848375320434570e-01
9.549818038940429688e-01
8.559953570365905762e-01
1.004322052001953125e+00
1.929323077201843262e-01
2.609533548355102539e+00
1.202194929122924805e+00
1.140110492706298828e+00
8.646419644355773926e-01
5.787191390991210938e-01
3.026866912841796875e-01
6.828266978263854980e-01
6.543523669242858887e-01
2.527351081371307373e-01
1.162370681762695312e+00
1.696702480316162109e+00
1.602548360824584961e+00
1.676402091979980469e-01
1.388051033020019531e+00
6.478345990180969238e-01
1.573800086975097656e+00
3.795016407966613770e-01
-2.232792228460311890e-02
1.105471134185791016e+00
4.839944243431091309e-01
1.232989192008972168e+00
8.470959067344665527e-01
1.396281242370605469e+00
1.441795229911804199e+00
7.338644862174987793e-01
1.613433003425598145e+00
9.928187131881713867e-01
2.389816045761108398e+00
4.448242783546447754e-01
1.152758359909057617e+00
9.546303749084472656e-01
8.142109960317611694e-02
8.717561364173889160e-01
3.788715600967407227e-01
1.492586135864257812e+00
4.927846193313598633e-01
1.492610871791839600e-01
1.699893176555633545e-01
1.979531526565551758e+00
1.081659436225891113e+00
7.012768983840942383e-01
1.616333246231079102e+00
1.745595186948776245e-01
1.322802066802978516e+00
5.309064388275146484e-01
1.328798532485961914e+00
8.068510890007019043e-01
5.271909236907958984e-01
9.990829229354858398e-01
1.524770379066467285e+00
1.089628577232360840e+00
6.157993078231811523e-01
2.029623031616210938e+00
3.398298323154449463e-01
1.455034255981445312e+00
1.161264419555664062e+00
1.567090153694152832e+00
1.638171195983886719e+00
-1.999545693397521973e-01
4.058017730712890625e-01
4.651006162166595459e-01
9.984385371208190918e-01
1.019835472106933594e+00
8.614147305488586426e-01
1.686011314392089844e+00
1.204171419143676758e+00
2.166433811187744141e+00
7.166418433189392090e-01
8.940760493278503418e-01
1.547677159309387207e+00
4.037812352180480957e-01
1.022119879722595215e+00
1.083401918411254883e+00
1.229226112365722656e+00
9.339443445205688477e-01
1.897173762321472168e+00
1.136910796165466309e+00
2.427426874637603760e-01
6.617669761180877686e-02
2.220293998718261719e+00
4.555685222148895264e-01
9.487181901931762695e-01
1.357708334922790527e+00
5.838090777397155762e-01
9.299131631851196289e-01
1.203588962554931641e+00
9.740732908248901367e-01
7.309293746948242188e-01
1.408014297485351562e+00
7.738387584686279297e-02
1.125991463661193848e+00
6.286420226097106934e-01
1.738907456398010254e+00
1.279112398624420166e-01
8.888155221939086914e-01
7.876056432723999023e-01
4.791895151138305664e-01
1.759760618209838867e+00
7.447887659072875977e-01
1.473842620849609375e+00
6.920335888862609863e-01
1.539896279573440552e-01
1.917956471443176270e-01
1.199386596679687500e+00
7.261047959327697754e-01
5.441073775291442871e-01
2.973142564296722412e-01
1.551687717437744141e+00
7.100778222084045410e-01
4.218877553939819336e-01
8.768337965011596680e-01
7.276232838630676270e-01
1.442846417427062988e+00
8.156035542488098145e-01
1.606187462806701660e+00
5.515497326850891113e-01
1.198421359062194824e+00
2.624379992485046387e-01
1.645792365074157715e+00
1.172939762473106384e-01
1.603306174278259277e+00
1.710353255271911621e+00
1.168011665344238281e+00
6.402955055236816406e-01
1.051366209983825684e+00
6.269103288650512695e-01
3.914837241172790527e-01
3.461840152740478516e-01
2.410030215978622437e-01
9.294526576995849609e-01
1.413175463676452637e-01
7.705136537551879883e-01
6.792795658111572266e-01
1.181966543197631836e+00
9.936970472335815430e-01
5.669152736663818359e-01
1.801050186157226562e+00
