trial,label,mean,std,variance,sharpe,n
PPO_2Assets_Trial10,"$\rho=5,\ \rho_c=0$",7.6260139918543395,1.5074512689037707,2.2724093281195885,5.058879281318348,100000
PPO_2Assets_Trial16,"$\rho=0,\ \rho_c=5$",1.9788343429976911,0.6959067361052175,0.48428618535661677,2.843533824765998,100000
PPO_2Assets_Trial18,"$\rho=5,\ \rho_c=3$",2.753034480526475,0.7058813308341096,0.49826845322013374,3.9001378280869567,100000
