Wall time,Step,Value
1783879421.004349,100000,-6.204376220703125
1783879425.386448,200000,-6.615070343017578
1783879430.315045,300000,-6.155015468597412
1783879434.5306182,400000,-5.130697250366211
1783879439.549475,500000,-3.4849002361297607
1783879443.808758,600000,-2.4227209091186523
1783879448.1780632,700000,-2.956921339035034
1783879452.343481,800000,-2.9687869548797607
1783879456.484528,900000,-2.4692718982696533
1783879461.669294,1000000,-2.1977245807647705
1783879465.9386492,1100000,-2.193781852722168
1783879470.128302,1200000,-1.7076849937438965
1783879474.288235,1300000,-2.1719603538513184
1783879478.459899,1400000,-2.202113151550293
1783879483.567793,1500000,-1.0253872871398926
1783879487.763049,1600000,-0.7656506299972534
1783879491.917496,1700000,-1.1430103778839111
1783879496.069891,1800000,-0.8642633557319641
1783879500.33469,1900000,-0.590735137462616
1783879505.343303,2000000,-0.6419028639793396
1783879509.512724,2100000,-0.1717044860124588
1783879513.726557,2200000,0.08745256066322327
1783879518.2462149,2300000,-0.07089749723672867
1783879522.396784,2400000,0.18787670135498047
1783879527.260413,2500000,0.37287506461143494
1783879531.508171,2600000,0.559751570224762
1783879535.658818,2700000,0.6002916693687439
1783879539.785983,2800000,0.5570130348205566
1783879543.925354,2900000,0.602810800075531
1783879548.871161,3000000,0.9019461274147034
1783879553.0119019,3100000,0.9721306562423706
1783879557.1428218,3200000,0.891323447227478
1783879561.386636,3300000,0.9908499717712402
1783879565.557698,3400000,1.0729647874832153
1783879570.472076,3500000,1.129431128501892
1783879574.5788622,3600000,1.2722461223602295
1783879578.783865,3700000,1.1322120428085327
1783879582.944024,3800000,1.3024771213531494
1783879586.985873,3900000,1.2850120067596436
1783879592.1228008,4000000,1.428044080734253
1783879596.742817,4100000,1.3008731603622437
1783879600.796967,4200000,1.4968616962432861
1783879604.852422,4300000,1.3900123834609985
1783879608.945245,4400000,1.5877152681350708
1783879614.4824011,4500000,1.512178659439087
1783879618.6714408,4600000,1.5338807106018066
1783879622.778513,4700000,1.4782735109329224
1783879626.8809001,4800000,1.588606357574463
1783879630.9772391,4900000,1.653865098953247
1783879635.949126,5000000,1.5539549589157104
1783879640.0531242,5100000,1.6726058721542358
1783879644.121845,5200000,1.6363537311553955
1783879648.5835361,5300000,1.5076572895050049
1783879652.700203,5400000,1.6043792963027954
1783879657.536352,5500000,1.6726154088974
1783879661.597714,5600000,1.6039252281188965
1783879665.646344,5700000,1.6247029304504395
1783879669.742785,5800000,1.6054344177246094
1783879673.8328059,5900000,1.6059297323226929
1783879678.6466079,6000000,1.7561472654342651
1783879682.721636,6100000,1.7674583196640015
1783879686.8044229,6200000,1.5542988777160645
1783879690.902536,6300000,1.6098980903625488
1783879694.9928262,6400000,1.5115586519241333
1783879699.77568,6500000,1.6294991970062256
1783879703.857339,6600000,1.6066040992736816
1783879707.942292,6700000,1.6417115926742554
1783879712.035876,6800000,1.7799932956695557
1783879716.163851,6900000,1.9159547090530396
1783879721.057581,7000000,1.8116399049758911
1783879725.2150872,7100000,1.7009845972061157
1783879729.318165,7200000,1.8231534957885742
1783879733.4290402,7300000,1.8558059930801392
1783879737.4985259,7400000,1.9638776779174805
1783879742.379791,7500000,1.9103882312774658
1783879746.48683,7600000,1.6359949111938477
1783879750.597205,7700000,1.8839040994644165
1783879754.693059,7800000,1.7173261642456055
1783879758.752178,7900000,1.797217845916748
1783879763.588917,8000000,1.9199814796447754
1783879767.8163042,8100000,1.8635144233703613
1783879771.933575,8200000,1.9148036241531372
1783879776.0232,8300000,1.9735733270645142
1783879780.094618,8400000,2.020994186401367
1783879784.9335082,8500000,2.0084657669067383
1783879789.03012,8600000,1.8393793106079102
1783879793.1433442,8700000,1.765855073928833
1783879797.257779,8800000,1.7039461135864258
1783879801.398634,8900000,1.9227051734924316
1783879806.268713,9000000,1.9240918159484863
1783879810.37234,9100000,1.9558674097061157
1783879814.48733,9200000,2.061814069747925
1783879819.390595,9300000,2.1359894275665283
1783879823.532383,9400000,1.915947675704956
1783879829.0681732,9500000,1.8545764684677124
1783879833.389685,9600000,2.074723243713379
1783879837.5009768,9700000,1.8170139789581299
1783879841.615996,9800000,1.8791009187698364
1783879845.710778,9900000,2.1543025970458984
1783879850.841096,10000000,1.8653674125671387
1783879854.9061718,10100000,2.2047836780548096
1783879858.980893,10200000,1.773452639579773
1783879863.121328,10300000,2.285998821258545
1783879867.226356,10400000,1.841963291168213
1783879872.088484,10500000,1.8155971765518188
1783879876.213449,10600000,1.9434356689453125
1783879880.3263419,10700000,2.204127311706543
1783879884.388303,10800000,2.009884834289551
1783879888.448621,10900000,1.8843591213226318
1783879893.279822,11000000,2.153165817260742
1783879897.3967779,11100000,2.0104377269744873
1783879901.524671,11200000,1.9381808042526245
1783879905.63742,11300000,2.4161417484283447
1783879909.703653,11400000,2.156705379486084
1783879914.5549471,11500000,2.064598321914673
1783879918.654644,11600000,2.2161176204681396
1783879922.763415,11700000,2.08315372467041
1783879926.8445382,11800000,2.1926469802856445
1783879930.947519,11900000,2.090010166168213
1783879935.784706,12000000,2.1186740398406982
1783879939.9401112,12100000,2.059420108795166
1783879944.0350661,12200000,2.1890859603881836
1783879948.106337,12300000,2.1311452388763428
1783879952.2011268,12400000,2.3153879642486572
1783879957.034623,12500000,2.186523914337158
1783879961.206424,12600000,2.1577200889587402
1783879965.4447832,12700000,2.1743650436401367
1783879969.50825,12800000,2.1524856090545654
1783879973.557081,12900000,2.018615245819092
1783879978.35483,13000000,2.111956834793091
1783879982.4409869,13100000,2.2494068145751953
1783879986.488905,13200000,2.1824700832366943
1783879990.626755,13300000,2.0485048294067383
1783879994.724174,13400000,2.318291425704956
1783879999.572706,13500000,2.184462308883667
1783880003.749297,13600000,2.458531379699707
1783880007.8253922,13700000,2.476544141769409
1783880011.9373,13800000,2.368835210800171
1783880016.020289,13900000,2.6801769733428955
1783880020.8577018,14000000,2.356273651123047
1783880024.966429,14100000,2.0857458114624023
1783880029.028666,14200000,2.349238395690918
1783880033.0754318,14300000,2.450521469116211
1783880037.137805,14400000,2.2977898120880127
1783880041.9995,14500000,2.4033050537109375
1783880046.05409,14600000,2.3342368602752686
1783880050.182297,14700000,2.68327260017395
