terminal_cumulative_reward
0.000000000000000000e+00
0.000000000000000000e+00
7.244044542312622070e-01
-3.898988366127014160e-01
1.719969511032104492e+00
8.415949940681457520e-01
2.068191766738891602e+00
8.163152337074279785e-01
9.544653296470642090e-01
-1.760871559381484985e-01
-4.646642804145812988e-01
7.963830828666687012e-01
2.782664537429809570e+00
5.624854564666748047e-01
-2.695074081420898438e-01
-2.278599441051483154e-01
-4.020061716437339783e-02
2.247067451477050781e+00
-1.310290694236755371e-01
9.173672795295715332e-01
-4.642612859606742859e-02
-5.730159282684326172e-01
-3.175528943538665771e-01
-4.070622622966766357e-01
7.468470931053161621e-01
-3.002472221851348877e-01
-1.595963686704635620e-01
4.848431348800659180e-01
-1.707703620195388794e-01
8.787258267402648926e-01
9.498227834701538086e-01
1.976454704999923706e-01
1.624708771705627441e+00
8.623864054679870605e-01
-5.502231717109680176e-01
-1.159344017505645752e-01
6.499203443527221680e-01
3.983387053012847900e-01
-1.829500794410705566e-01
-5.832867026329040527e-01
-6.614327430725097656e-01
4.844816029071807861e-01
-2.636366486549377441e-01
-7.577500939369201660e-01
0.000000000000000000e+00
-3.851513266563415527e-01
7.741888761520385742e-01
-2.688843011856079102e-01
-1.661629229784011841e-01
-2.907257676124572754e-01
2.137115746736526489e-01
-3.184891641139984131e-01
1.624611735343933105e+00
-2.245845794677734375e-01
-3.639272749423980713e-01
-3.650026619434356689e-01
-4.770615994930267334e-01
7.453690171241760254e-01
-1.725794970989227295e-01
-3.379975855350494385e-01
-3.527000844478607178e-01
7.281343936920166016e-01
-1.154569461941719055e-01
1.889147758483886719e+00
1.871483802795410156e+00
3.774906098842620850e-01
3.985283374786376953e+00
-5.213479995727539062e-01
-1.823673099279403687e-01
2.061515808105468750e+00
6.743859648704528809e-01
-2.536421082913875580e-02
-3.195795118808746338e-01
7.728562355041503906e-01
1.713181018829345703e+00
1.046155691146850586e+00
2.065460234880447388e-01
-1.385098099708557129e-01
-3.843819200992584229e-01
-3.884488046169281006e-01
-8.729471266269683838e-02
-4.263056218624114990e-01
-1.366669386625289917e-01
1.207951530814170837e-01
2.979919910430908203e-01
7.663441896438598633e-01
0.000000000000000000e+00
-1.996712386608123779e-01
-1.944489628076553345e-01
-1.181323155760765076e-01
2.011272668838500977e+00
-4.808870255947113037e-01
-3.582787215709686279e-01
1.813691020011901855e+00
2.382759898900985718e-01
-1.876806914806365967e-01
-1.883457303047180176e-01
2.613149881362915039e-01
