rho_c,mean,variance,std,sharpe,n
1.0,4.0168979195864125,1.0837772388448945,1.0410462232028386,3.858520236717439,100000
2.0,3.155715251705535,0.7174569833939558,0.847028325024586,3.7256313141758706,100000
3.0,2.6480484783560505,0.5542072275121008,0.7444509570899219,3.5570489273159653,100000
4.0,1.9788343429976911,0.4842861853566167,0.6959067361052175,2.843533824765998,100000
5.0,1.8231451313155191,0.43266878495396055,0.6577756342051296,2.7716823739125687,100000
