Wall time,Step,Value
1783870384.131168,200000,-0.00024962425231933594
1783870388.5466838,300000,-0.0013136863708496094
1783870392.975719,400000,0.009979963302612305
1783870398.672632,500000,0.03615713119506836
1783870403.384407,600000,0.11156082153320312
1783870408.1657758,700000,0.2481926679611206
1783870413.001225,800000,0.3677326440811157
1783870418.119327,900000,0.44760072231292725
1783870423.944117,1000000,0.48212581872940063
1783870429.139837,1100000,0.49504518508911133
1783870435.015077,1200000,0.5005264282226562
1783870440.669002,1300000,0.5462816953659058
1783870445.580638,1400000,0.5775301456451416
1783870451.187476,1500000,0.6544780731201172
1783870456.655852,1600000,0.6525125503540039
1783870461.3010519,1700000,0.633017897605896
1783870466.249768,1800000,0.5956849455833435
1783870471.3582778,1900000,0.5772960186004639
1783870477.039702,2000000,0.6389120817184448
1783870482.053646,2100000,0.6663504838943481
1783870486.8276758,2200000,0.5839076042175293
1783870491.838953,2300000,0.6282393336296082
1783870496.428755,2400000,0.6719242334365845
1783870501.8555079,2500000,0.6805405616760254
1783870506.865689,2600000,0.6887153387069702
1783870511.390069,2700000,0.7148348093032837
1783870516.222493,2800000,0.7189606428146362
1783870520.873682,2900000,0.7270416021347046
1783870526.172835,3000000,0.7322537899017334
1783870530.977799,3100000,0.7118324041366577
1783870535.697899,3200000,0.7474764585494995
1783870540.687775,3300000,0.7312837839126587
1783870545.170723,3400000,0.7396401166915894
1783870550.3349278,3500000,0.7420872449874878
1783870555.078812,3600000,0.748329222202301
1783870559.747071,3700000,0.7517825365066528
1783870564.14079,3800000,0.7535480260848999
1783870568.58603,3900000,0.763072669506073
1783870573.720875,4000000,0.7772735953330994
1783870577.963779,4100000,0.7542091608047485
1783870582.303539,4200000,0.7820945978164673
1783870586.677803,4300000,0.7647820711135864
1783870591.004389,4400000,0.7451868057250977
1783870596.0625658,4500000,0.7418683767318726
1783870600.393823,4600000,0.7442346215248108
1783870604.653374,4700000,0.7632336616516113
1783870608.90132,4800000,0.7682570219039917
1783870613.144167,4900000,0.753479540348053
1783870618.159102,5000000,0.7296216487884521
1783870622.41942,5100000,0.7061482667922974
1783870626.6767218,5200000,0.7110512256622314
1783870630.971435,5300000,0.7062326669692993
1783870635.577853,5400000,0.7062942981719971
1783870640.730338,5500000,0.7277817130088806
1783870644.990396,5600000,0.7353267073631287
1783870649.24872,5700000,0.698074221611023
1783870653.507566,5800000,0.7014918327331543
1783870657.7807791,5900000,0.6924930810928345
1783870662.780113,6000000,0.7083819508552551
1783870667.066802,6100000,0.7383731603622437
1783870671.2995331,6200000,0.7574385404586792
1783870675.571848,6300000,0.7534599900245667
1783870679.851424,6400000,0.7572933435440063
1783870684.8381598,6500000,0.7614753246307373
1783870689.133051,6600000,0.7566179037094116
1783870693.4017851,6700000,0.7620685696601868
1783870697.690482,6800000,0.7569105625152588
1783870701.9830122,6900000,0.774270236492157
1783870707.006376,7000000,0.7731648683547974
1783870711.265722,7100000,0.77154141664505
1783870715.5386088,7200000,0.7742972373962402
1783870719.7958841,7300000,0.7682300806045532
1783870724.071572,7400000,0.7649455666542053
1783870729.012128,7500000,0.7834001183509827
1783870733.2928488,7600000,0.7758269906044006
1783870737.5475469,7700000,0.7809083461761475
1783870741.771442,7800000,0.7711136937141418
1783870746.034446,7900000,0.7871645092964172
1783870751.02128,8000000,0.779675304889679
1783870755.298034,8100000,0.7827187776565552
1783870759.544352,8200000,0.7780044078826904
1783870763.835874,8300000,0.7682458162307739
1783870768.090709,8400000,0.7567449808120728
1783870773.105346,8500000,0.7716861367225647
1783870777.312597,8600000,0.7825233340263367
1783870781.527901,8700000,0.7566635012626648
1783870785.728012,8800000,0.7738078236579895
1783870789.974227,8900000,0.7613825798034668
1783870794.9280481,9000000,0.7719458341598511
1783870799.160131,9100000,0.7701554894447327
1783870803.38286,9200000,0.7672854661941528
1783870807.576709,9300000,0.7501682043075562
1783870811.848753,9400000,0.7670342326164246
1783870816.8993988,9500000,0.7587547898292542
1783870821.168483,9600000,0.7678921222686768
1783870825.4221299,9700000,0.7698058485984802
1783870829.6217349,9800000,0.7723766565322876
1783870833.903465,9900000,0.7895032167434692
1783870838.94031,10000000,0.7830004096031189
1783870844.112585,10100000,0.7743326425552368
1783870849.947707,10200000,0.7736340761184692
1783870855.734813,10300000,0.7875398397445679
1783870860.5659678,10400000,0.7727551460266113
1783870865.5470269,10500000,0.7784804105758667
1783870869.806494,10600000,0.7717631459236145
1783870874.204349,10700000,0.7690510153770447
1783870878.62408,10800000,0.7719943523406982
1783870882.9718459,10900000,0.7819465398788452
1783870888.127177,11000000,0.7737124562263489
1783870892.410049,11100000,0.7694554924964905
1783870896.758052,11200000,0.77788245677948
1783870901.0251992,11300000,0.7770381569862366
1783870905.957404,11400000,0.7786073684692383
1783870913.3438442,11500000,0.7805126309394836
1783870919.485496,11600000,0.7980799674987793
1783870925.562145,11700000,0.807584822177887
1783870931.541198,11800000,0.8123286366462708
1783870935.86598,11900000,0.8058432340621948
1783870942.852146,12000000,0.8001987934112549
1783870948.014574,12100000,0.7942347526550293
